ideology,State,Name,Twitter Handle
0.27822564699999996,NJ Menendez,Robert Menendez,@SenatorMenendez
0.28095263,NM Udall,Tom Udall,@SenatorTomUdall
0.284818091,NY Schumer,Charles E. Schumer,@SenSchumer
0.311118908,WA Cantwell,Maria Cantwell,@SenatorCantwell
0.317947973,NV Rosen,Jacky Rosen,@SenJackyRosen
0.319609314,CO Bennet,Michael F. Bennet,@SenatorBennet
0.339146327,DE Carper,Thomas R. Carper,@SenatorCarper
0.34413922799999996,NH Shaheen,Jeanne Shaheen,@SenatorShaheen
0.40087451,VA Warner,Mark R. Warner,@MarkWarner
0.42348273299999994,NH Hassan,Margaret Wood Hassan,@SenatorHassan
0.424438131,MI Peters,Gary C. Peters,@SenGaryPeters
0.442666415,DE Coons,Christopher A. Coons,@ChrisCoons
0.475743136,MT Tester,Jon Tester,@SenatorTester
0.5007810429999999,AK Murkowski,Lisa Murkowski,@lisamurkowski
0.555209204,AL Shelby,Richard C. Shelby,@SenShelby
0.5556297689999999,ME Collins,Susan M. Collins,@SenatorCollins
0.62063205,NC Burr,Richard Burr,@SenatorBurr
0.6371406470000001,OH Portman,Rob Portman,@senrobportman
0.640535689,AL Jones,Doug Jones,@SenDougJones
0.64437907,KY McConnell,Mitch McConnell,@SenateMajLdr
0.645526501,KY Paul,Rand Paul,@RandPaul
0.690782028,AZ Sinema,Kyrsten Sinema,@SenatorSinema
0.692468283,TN Alexander,Lamar Alexander,@SenAlexander
0.701360256,SC Graham,Lindsey Graham,@LindseyGrahamSC
0.703133604,UT Lee,Mike Lee,@SenMikeLee
0.706160465,IA Grassley,Chuck Grassley,@ChuckGrassley
0.7102803040000001,AK Sullivan,Dan Sullivan,@SenDanSullivan
0.712724503,PA Toomey,Patrick J. Toomey,@SenToomey
0.713797605,WI Johnson,Ron Johnson,@SenRonJohnson
0.7173785770000001,UT Romney,Mitt Romney,@SenatorRomney
0.728713698,CO Gardner,Cory Gardner,@SenCoryGardner
0.737114479,WV Capito,Shelley Moore Capito,@SenCapito
0.740080706,NE Sasse,Ben Sasse,@SenSasse
0.7422806679999999,IN Young,Todd Young,@SenToddYoung
0.750715817,AZ McSally,Martha McSally,@SenMcSallyAZ
0.753393215,GA Isakson,Johnny Isakson,@SenatorIsakson
0.762345353,SD Thune,John Thune,@SenJohnThune
0.7629071890000001,LA Cassidy,Bill Cassidy,@SenBillCassidy
0.7925876390000001,KS Moran,Jerry Moran,@JerryMoran
0.804193038,MO Hawley,Josh Hawley,@SenHawleyPress
0.8219993409999999,NE Fischer,Deb Fischer,@SenatorFischer
0.8235673170000001,SC Scott,Tim Scott,@SenatorTimScott
0.8269140070000001,ND Hoeven,John Hoeven,@SenJohnHoeven
0.827229335,MO Blunt,Roy Blunt,@RoyBlunt
0.8297323209999999,WY Enzi,Michael B. Enzi,@SenatorEnzi
0.8305249859999999,FL Scott,Rick Scott,@SenRickScott
0.8363947909999999,MT Daines,Steve Daines,@SteveDaines
0.838055868,ID Crapo,Mike Crapo,@MikeCrapo
0.8395801620000001,LA Kennedy,John Kennedy,@SenJohnKennedy
0.8401621859999999,AR Boozman,John Boozman,@JohnBoozman
0.842401746,WY Barrasso,John Barrasso,@SenJohnBarrasso
0.844492272,MS Wicker,Roger F. Wicker,@SenatorWicker
0.854078978,KS Roberts,Pat Roberts,@SenPatRoberts
0.864519169,NC Tillis,Thom Tillis,@SenThomTillis
0.8679209370000001,GA Perdue,David Perdue,@sendavidperdue
0.8718572640000001,MS Hyde-Smith,Cindy Hyde-Smith,@SenHydeSmith
0.877532407,OK Lankford,James Lankford,@SenatorLankford
0.880904957,SD Rounds,Mike Rounds,@SenatorRounds
0.88308179,FL Rubio,Marco Rubio,@SenRubioPress
0.8870543059999999,ID Risch,James E. Risch,@SenatorRisch
0.9040279990000001,TX Cornyn,John Cornyn,@JohnCornyn
0.9049266140000001,AR Cotton,Tom Cotton,@SenTomCotton
0.908467991,ND Cramer,Kevin Cramer,@SenKevinCramer
0.91039372,OK Inhofe,James M. Inhofe,@JimInhofe
0.9137407240000001,TX Cruz,Ted Cruz,@SenTedCruz
0.914660315,IN Braun,Mike Braun,@SenatorBraun
0.962108539,IA Ernst,Joni Ernst,@SenJoniErnst
1.0,TN Blackburn,Marsha Blackburn,@MarshaBlackburn
